"cargo","ciudad","link","empresa","fpublicacion"
"Tavelli Apoquindo necesita Copero. Buscamos profesionales comprometidos - Sueldo de 314.000 bruto más variable en R.Metropolitana - ICM Servicios","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tavelli-apoquindo-necesita-copero-buscamos-profesionales-comprometidos-sueldo-de-314000-bruto-mas-variable-en-santiago-las-condes-B04329D91CC676F2","ICM Servicios","Ayer, 04:45 pm"
"encargado de otec - area capacitacion en R.Metropolitana - Layner","Puente Alto","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-encargado-de-otec-area-capacitacion-en-puente-alto-9EB8097035B509E5","Layner","Ayer, 04:45 pm"
"Practica admistrativa en Valparaíso - FRAX BIOMETRÍA LTDA.","Viña del Mar","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-practica-admistrativa-en-vina-del-mar-058AE2EEF3725431","FRAX BIOMETRÍA LTDA.","24 julio"
"Analista Programador en Valparaíso - Hospital Clinico Viña del Mar","Viña del Mar","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-en-vina-del-mar-B7F188946DDD7572","Hospital Clinico Viña del Mar","7 julio"
"Analista Programador - 2 años de experiencia,  en Valparaíso - Tecnoera","Viña del Mar","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-2-anos-de-experiencia--en-vina-del-mar-7BD76913815CE0B2","Tecnoera","2 julio"
"Ingenierio Biomédico  - con experiencia en Salud en R.Metropolitana - Ingenieros Consultores Luis Alejando Brule EIRL","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ingenierio-biomedico--con-experiencia-en-salud-en-santiago-centro-AB73F35417555771","Ingenieros Consultores Luis Alejando Brule EIRL","Ayer, 04:45 pm"
"Administrativo para Valija en R.Metropolitana - Improve Servicios de Personal S.A.","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-para-valija-en-santiago-las-condes-2294682A2CFC6DD7","Improve Servicios de Personal S.A.","Ayer, 12:47 pm"
"Call Center - Operador en R.Metropolitana - Ingenieria Servicios y Outsourcing Itelservice Ltda.-","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-call-center-operador-en-santiago-centro-05D4A5596A14D478","Ingenieria Servicios y Outsourcing Itelservice Ltda.-","Ayer, 03:16 pm"
"medico veterinario - turno de diurno en R.Metropolitana - Clinica Veterinaria Beverly Pets","Santiago - conchalí","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-medico-veterinario-turno-de-diurno-en-santiago-conchali-714201DCC7D558AC","Clinica Veterinaria Beverly Pets","Ayer, 03:16 pm"
"Administrativo de Logistica y Transporte - Exportación  en R.Metropolitana - CASE Consulting Group","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-de-logistica-y-transporte-exportacion--en-santiago-las-condes-411C487EC7C1C285","CASE Consulting Group","Ayer, 03:16 pm"
"Auxiliar de Servicio - Hospital Clínico Viña del Mar S.A en Valparaíso - Hospital Clinico Viña del Mar","Viña del Mar","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-servicio-hospital-clinico-vina-del-mar-sa-en-vina-del-mar-D9917750DCEA9757","Hospital Clinico Viña del Mar","3 julio"
"Ejecutiva de Ventas Part Time en R.Metropolitana - STIEPOVICH & CÍA.","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutiva-de-ventas-part-time-en-santiago-providencia-18805466D67E6D83","STIEPOVICH & CÍA.","Ayer, 03:16 pm"
"OPERADOR de CALDERAS en R.Metropolitana - .Ingeniería y Sistemas de Automatización Ltda.","Santiago - Maipú","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operador-de-calderas-en-santiago-maipu-5735990FB750D972",".Ingeniería y Sistemas de Automatización Ltda.","Ayer, 03:16 pm"
"Técnico/a electricista en R.Metropolitana - Teledat Comunicacione","Santiago - Estación Central","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnicoa-electricista-en-santiago-estacion-central-2D2A44642FEFEB7A","Teledat Comunicacione","Ayer, 03:16 pm"
"Operador de Bodega - Operador en R.Metropolitana - Importadora Andretti Trading S.A","Santiago - Quinta Normal","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operador-de-bodega-operador-en-santiago-quinta-normal-EB26CB481EE3D147","Importadora Andretti Trading S.A","Ayer, 03:16 pm"
"ejecutiva telemarketing. Providencia en R.Metropolitana - Humanex","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutiva-telemarketing-providencia-en-santiago-providencia-96CB59090EF72D26","Humanex","Ayer, 03:16 pm"
"Especialista Ortodoncista en Valparaíso - Ciudad Bella centro medico dental","Viña del Mar","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-especialista-ortodoncista-en-vina-del-mar-F609C940B568438A","Ciudad Bella centro medico dental","7 julio"
"Jefa de animación y deportes para Resort  - Profesional del área educación física y salud en Valparaíso - S&S Publicidad","concón","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-jefa-de-animacion-y-deportes-para-resort--profesional-del-area-educacion-fisica-y-salud-en-concon-9B6C16330D7D6955","S&S Publicidad","16 julio"
"Recepcionista cajera - turnos rotativos en R.Metropolitana - Cozumel SA","Santiago - San Joaquín","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista-cajera-turnos-rotativos-en-santiago-san-joaquin-150CDBF1DFCCA63B","Cozumel SA","Ayer, 03:16 pm"
"Ayudante de cocina - Ayudante de Cocina Sushi en Valparaíso - Restoran Tamai Sushi E.I.R.l","Viña del Mar","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-cocina-ayudante-de-cocina-sushi-en-vina-del-mar-5862680D7F7C8AC2","Restoran Tamai Sushi E.I.R.l","Ayer, 03:16 pm"
"Key account manager en R.Metropolitana - Empresa de Software de Gestión Administrativa","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-key-account-manager-en-santiago-providencia-436550BE707748A9","Empresa de Software de Gestión Administrativa","Ayer, 03:16 pm"
"Junior Administrativo en R.Metropolitana - Importante empresa de servicios profesionales","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-junior-administrativo-en-santiago-las-condes-F68EED27051C3FAC","Importante empresa de servicios profesionales","Ayer, 03:16 pm"
"Recepcionista - Fines de Semana y Festivos por medio en Valparaíso - Centro de Eventos y Deportes Campo Verde","Limache","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista-fines-de-semana-y-festivos-por-medio-en-limache-BC3C43C12E3619D0","Centro de Eventos y Deportes Campo Verde","Ayer, 03:16 pm"
"Auxiliar administrativo/a en Bíobío - Empresa constructora","Concepción","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativoa-en-concepcion-D6EEFD1EC08AC096","Empresa constructora","Ayer, 03:16 pm"
"Técnicos Mantención y Obras Civiles - Levantamiento de Campamento en Antofagasta - Sodexo Chile S.A.","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnicos-mantencion-y-obras-civiles-levantamiento-de-campamento-en-antofagasta-24193AE273A83A95","Sodexo Chile S.A.","Ayer, 03:16 pm"
"Cajero/a - Hotel - Centro de Eventos en R.Metropolitana - Hotel Nippon S.A.","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-cajeroa-hotel-centro-de-eventos-en-santiago-centro-0741E2DC4391D4A0","Hotel Nippon S.A.","Ayer, 03:16 pm"
"Supervisor de Control de Calidad Antofagasta  en Antofagasta - Proyectos Globales S.A.","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-control-de-calidad-antofagasta--en-antofagasta-09798DAF5D237681","Proyectos Globales S.A.","Ayer, 03:16 pm"
"Contador general en R.Metropolitana - Servicios Contables y Juridicos Zenith Ltda","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-contador-general-en-santiago-centro-0D1A5582569C62D0","Servicios Contables y Juridicos Zenith Ltda","Ayer, 03:17 pm"
"Asistente contable en R.Metropolitana - Constructora GPR","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-contable-en-santiago-providencia-EC4ED4366EB1BB6A","Constructora GPR","Ayer, 03:17 pm"
"Cajero Vendedor Full Time Restaurant Santiago en R.Metropolitana - Maingroup S.A.","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-cajero-vendedor-full-time-restaurant-santiago-en-santiago-centro-61F7379DC1A889C6","Maingroup S.A.","Ayer, 05:13 pm"
"Cajero Vendedor Part Time Restaurant Santiago en R.Metropolitana - Maingroup S.A.","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-cajero-vendedor-part-time-restaurant-santiago-en-santiago-centro-632B61E525BFF2C1","Maingroup S.A.","Ayer, 05:15 pm"
"Jefe de Taller  - Colina  en R.Metropolitana - Mandomedio.com S.A.","Colina","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-taller--colina--en-colina-9846CA8E03C923D3","Mandomedio.com S.A.","Ayer, 05:19 pm"
"Analista de Inventarios - Con experiencia comprobable, INDICANDO PRETENSIONES DE RENTA LIQUIDA en R.Metropolitana - Ramírez y Sánchez Ltda.","Santiago - Macul","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-inventarios-con-experiencia-comprobable-indicando-pretensiones-de-renta-liquida-en-santiago-macul-6D60EB7633FA4CC4","Ramírez y Sánchez Ltda.","Ayer, 05:20 pm (actualizada)"
"Enfermero/a - Para administrar área clínica de Centro Odontológico. en R.Metropolitana - Centro Odontologico Adonay","Santiago - La Florida","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-enfermeroa-para-administrar-area-clinica-de-centro-odontologico-en-santiago-la-florida-05043D3C61F8A710","Centro Odontologico Adonay","Ayer, 05:21 pm"
"Analista Contable en R.Metropolitana - Ramírez y Sánchez Ltda.","Santiago - Macul","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-analista-contable-en-santiago-macul-DBB2C34F6C779791","Ramírez y Sánchez Ltda.","Ayer, 05:34 pm (actualizada)"
"Vendedores/as para Premier en Mall Plaza Trébol en Bíobío - Premier Chile Ltda.","Concepción","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedoresas-para-premier-en-mall-plaza-trebol-en-concepcion-0BB0E6D1577C96C1","Premier Chile Ltda.","Ayer, 05:46 pm (actualizada)"
"Auxiliar soporte técnico en R.Metropolitana - Webclass Learning Management System Ltda.","Santiago - Huechuraba","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-soporte-tecnico-en-santiago-huechuraba-B3B74D8320AFA639","Webclass Learning Management System Ltda.","Ayer, 05:41 pm"
"Vendedores Mall Plaza Norte en R.Metropolitana - Premier Chile Ltda.","Santiago - Huechuraba","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-mall-plaza-norte-en-santiago-huechuraba-DDB995EC59DED373","Premier Chile Ltda.","Ayer, 05:47 pm (actualizada)"
"Consultores/as de belleza Mall Plaza Oeste en R.Metropolitana - Premier Chile Ltda.","Santiago - Cerrillos","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-consultoresas-de-belleza-mall-plaza-oeste-en-santiago-cerrillos-8C30F137ED2E736A","Premier Chile Ltda.","Ayer, 05:47 pm (actualizada)"
"Psicólogo/a - Titulado/a en R.Metropolitana - Premier Chile Ltda.","Buin","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-psicologoa-tituladoa-en-buin-C53B912BFDC52FCA","Premier Chile Ltda.","Ayer, 05:46 pm (actualizada)"
"Vendedoras Telermarketing Terreno - 1000000 promedio en R.Metropolitana - Pick Up Consultores","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedoras-telermarketing-terreno-1000000-promedio-en-santiago-centro-ACBA0460145D040C","Pick Up Consultores","Ayer, 05:22 pm"
"Contadora - con experiencia rubro publicidad en R.Metropolitana - Reforma diseño y produccion","Santiago - Estación Central","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-contadora-con-experiencia-rubro-publicidad-en-santiago-estacion-central-D2C77990EC9931F2","Reforma diseño y produccion","Ayer, 05:27 pm (actualizada)"
"Importante empresa requiere Abogado con experiencia en temas laborales en R.Metropolitana - Triade Consultores","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-importante-empresa-requiere-abogado-con-experiencia-en-temas-laborales-en-santiago-centro-EDB5CBD659754EF3","Triade Consultores","10 julio"
"Representante Legal en R.Metropolitana - Información de Negocios y Procesos","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-representante-legal-en-santiago-las-condes-D3563F55F0DEB1CF","Información de Negocios y Procesos","8 julio"
"Procurador (a) en R.Metropolitana - Plaza Hadwa Rudolph & Cia","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-procurador-a-en-santiago-las-condes-14FCBC3E393A0CEB","Plaza Hadwa Rudolph & Cia","8 julio"
"Vendedores/as Mall Arauco Maipú en R.Metropolitana - Premier Chile Ltda.","Santiago - Maipú","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedoresas-mall-arauco-maipu-en-santiago-maipu-97FFB306A7F61810","Premier Chile Ltda.","Ayer, 05:47 pm (actualizada)"
"Cocina Tipo Americana en R.Metropolitana - Pattern Soluciones Integrales en RRHH","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-cocina-tipo-americana-en-santiago-centro-A3E7FB2104F7B99D","Pattern Soluciones Integrales en RRHH","Ayer, 05:51 pm"
"Secretaria Administrativa/Providencia  en R.Metropolitana - Incosec","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-secretaria-administrativaprovidencia--en-santiago-providencia-7EDF98624429E310","Incosec","Ayer, 05:52 pm"
"Consultor SAP WM - Ingles excluyente en R.Metropolitana - Softtek Chile","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-consultor-sap-wm-ingles-excluyente-en-santiago-las-condes-E66FDF1DFF0E4649","Softtek Chile","Ayer, 05:52 pm"
"Contador General - Experiencia en Empresas Constructoras en R.Metropolitana - Petrinovic y Cia Ltda","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-contador-general-experiencia-en-empresas-constructoras-en-santiago-providencia-C8DA46BFA6A78212","Petrinovic y Cia Ltda","Ayer, 05:54 pm (actualizada)"
"Back Up  Viña del Mar en Valparaíso - Recover Ltda","Viña del Mar","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-back-up-vina-del-mar-en-vina-del-mar-EA1317499CDA4780","Recover Ltda","Ayer, 05:58 pm"
"SE NECESITA MOTORISTA URGENTE! en R.Metropolitana - Fast Blue Spa","Santiago - Independencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-motorista-en-santiago-independencia-4EBC859256C79FD6","Fast Blue Spa","Ayer, 03:16 pm"
"Contador  en R.Metropolitana - Helpnet Ingeniería","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-contador--en-santiago-providencia-9848D554CA0FFFEF","Helpnet Ingeniería","Ayer, 06:10 pm"
"Educador/a de párvulos - Evaluador XI Región Aisén  en Aisén del Gral. C. Ibáñez del Campo - MIDE Organizaciones","Coihaique","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-educadora-de-parvulos-evaluador-xi-region-aisen--en-coihaique-9381165518761918","MIDE Organizaciones","Ayer, 06:23 pm (actualizada)"
"Educador/a de párvulos - Evaluador III Región Atacama  en Atacama - MIDE Organizaciones","Copiapó","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-educadora-de-parvulos-evaluador-iii-region-en-copiapo-350EAB8FBB150ED7","MIDE Organizaciones","Ayer, 06:23 pm (actualizada)"
"Cajero/a Vendedor Santiago Centro - Martes 1/Sept. Badajoz 100 of.1407. Las Condes en R.Metropolitana - Cultiva Strategic Partners","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-cajeroa-vendedor-santiago-centro-martes-1sept-badajoz-100-of1407-las-condes-en-santiago-centro-5939EF9ACC74FE80","Cultiva Strategic Partners","Ayer, 06:24 pm"
"Relator de Habilidades Transversales en R.Metropolitana - Chile Capacitacion","Santiago - Peñalolén","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-relator-de-habilidades-transversales-en-santiago-penalolen-4E7395B87E0D6336","Chile Capacitacion","Ayer, 06:25 pm (actualizada)"
"Psicologo en Libertador B. O Higgins - Chile Capacitacion","Rancagua","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-psicologo-en-rancagua-D59BF6637F5E58E7","Chile Capacitacion","Ayer, 06:25 pm (actualizada)"
"Mucama Nocturna - Mucama Nocturna en Valparaíso - Panamericana Hoteles S.A","Viña del Mar","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-mucama-nocturna-mucama-nocturna-en-vina-del-mar-E6EFBCCFE251CAA1","Panamericana Hoteles S.A","Ayer, 06:31 pm (actualizada)"
"Alumno en Practica - Area Desarrollo de Software en R.Metropolitana - Touch Media Consulting","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-alumno-en-practica-area-desarrollo-de-software-sin-experiencia-en-santiago-centro-EA0ED2A091D2D66B","Touch Media Consulting","Ayer, 06:38 pm (actualizada)"
"Asesores de Compra área Retail - Rancagua en Libertador B. O Higgins - Cultiva Strategic Partners","Rancagua","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asesores-de-compra-area-retail-rancagua-en-rancagua-AB1A93723139E28B","Cultiva Strategic Partners","Ayer, 06:39 pm"
"Cajeros área Retail - Rancagua en Libertador B. O Higgins - Cultiva Strategic Partners","Rancagua","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-cajeros-area-retail-rancagua-en-rancagua-8D0F8D3FD4D45E78","Cultiva Strategic Partners","Ayer, 06:46 pm"
"Asesor de Venta Integral -  Rancagua  en Libertador B. O Higgins - Cultiva Strategic Partners","Rancagua","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asesor-de-venta-integral--rancagua--en-rancagua-305C6717796B50F8","Cultiva Strategic Partners","Ayer, 06:49 pm"
"Contador auditor en práctica  en Bíobío - Comunidades del Sur Ltda","Concepción","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-contador-auditor-en-practica--en-concepcion-ECC4B0C28EDB03E9","Comunidades del Sur Ltda","Ayer, 06:49 pm (actualizada)"
"Copero - Turno de noche en R.Metropolitana - Inari sushi nikkei","Santiago - San Miguel","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-copero-turno-de-noche-en-santiago-san-miguel-DEACF4EC1FE5C386","Inari sushi nikkei","Ayer, 06:57 pm (actualizada)"
